# CBS achternamen — top Dutch surnames (seed subset)
# Source: CBS Centraal Bureau voor de Statistiek — public data.
# Format: one surname per line. Comments (#) and blank lines ignored.
# The loader takes the first column (split on ; , or tab) so the
# real CBS file can drop in here unmodified — see README.md.
#
# Leading tussenvoegsels (van, de, der, ten, ter, 't, ...) are handled
# separately by name_engine.py — list only the core surname here.
Aarts
Dijk
Dijkema
Dijkerman
Dijkhof
Dijkhoff
Dijkhuis
Dijkhuizen
Dijkman
Dijks
Dijksma
Dijkstra
Dik
Dikken
Dikmans
Dingemans
Dinjens
Dirckx
Dirks
Dirkse
Dirksen
Dirkx
Dis
Dixhoorn
Dobbe
Dobbelaar
Dobbelsteen
Dodde
Doedee
Doekes
Doesburg
Doeve
Dohmen
Dokkum
Dol
Dolfin
Dolman
Dommelen
Donk
Donker
Donkers
Doodeman
Doolaard
Doorn
Doornbos
Doornekamp
Doornenbal
Dorrestein
Dorrestijn
Dortman
Dotinga
Douma
Doyer
Draaijer
Draaisma
Draier
Draisma
Drees
Drenth
Drenthen
Drent
Drijver
Drijvers
Driesen
Driessen
Driessens
Driest
Driever
Droog
Drost
Droste
Drouwen
Duijndam
Duijnhoven
Duijvenboden
Duin
Duinker
Duit
Dukker
Dulfer
Dullemond
Dumas
Dumoulin
Duran
Duriau
Durlinger
Dusseldorp
Dusschoten
Duurkens
Duyndam
Duyvenstein
Dwarshuis
Ebben
Eck
Eckhardt
Eden
Edens
Edzes
Eekelen
Eelkema
Eerenberg
Eerland
Eerikainen
Ehlers
Eibergen
Eijden
Eijgenraam
Eijk
Eijken
Eijnden
Eikelenboom
Eikenaar
Eisenga
Ekkers
Elbers
Elders
Elderson
Eldik
Elfrink
Elfring
Elfferich
Elgersma
Elhorst
Elhuizen
Elias
Eliasen
Elings
Elings
Elkerbout
Ellens
Ellenbroek
Elshof
Elshout
Elskamp
Elshoff
Elsinga
Elst
Elzinga
Embregts
Emden
Emmelkamp
Emmen
Engel
Engelbertink
Engelen
Engelhart
Engels
Engelsma
Enserink
Entjes
Enzerink
Erdogan
Erkel
Erven
Es
Esmeijer
Essen
Essenberg
Euving
Evenblij
Evenhuis
Everaert
Everaerts
Everaars
Everdingen
Evers
Everse
Eversmann
Evert
Evertse
Evertsen
Evertz
Eijken
Eyzinga
Faber
Faken
Fase
Favier
Feddema
Feddes
Feenstra
Feijen
Feijen
Felder
Felix
Fennema
Ferdinandusse
Ferwerda
Feunekes
Fiere
Figee
Fijn
Fikke
Filius
Fischer
Flaghan
Flens
Fleskens
Flier
Flikweert
Flinterman
Flipsen
Floor
Florijn
Flos
Fluit
Fokkema
Fokker
Fokkens
Fokkinga
Fokkink
Folkerts
Fonck
Fontein
Formanoy
Formsma
Fortuin
Foster
Fraanje
Fraaij
Francken
Frankema
Franken
Frankfort
Franse
Fransen
Franssen
Franx
Freling
Frenkel
Frenken
Frerichs
Frese
Frey
Frijda
Frings
Frinking
Fritsma
Fuchs
Funke
Gaal
Gaanderse
Gaast
Galen
Galiart
Galjart
Gans
Gansewinkel
Gardenier
Garmt
Gasman
Geels
Geelen
Geene
Geerdink
Geerts
Geertsema
Geertsma
Geeve
Gehring
Geissler
Gelder
Geldof
Gelein
Gelissen
Gelder
Gemen
Gemert
Gerards
Gerbrandy
Gerbrandij
Gerding
Gerlofs
Gerrits
Gerritsen
Gersen
Gerssen
Geskus
Gessel
Gesthuizen
Geukes
Geurts
Geurtsen
Geurts
Gevers
Geveke
Geveling
Gieben
Gielen
Gielens
Giesen
Giesbers
Giezen
Gijsen
Gijsbers
Gijsberts
Gijzen
Gill
Gijsberts
Glas
Glasbergen
Glastra
Glerum
Glopper
Gmelig
Godefroy
Goede
Goedhart
Goedknegt
Goedkoop
Goes
Goemans
Goeree
Gogh
Goor
Goorden
Goosen
Goossens
Gooyer
Gort
Gorter
Gosker
Gosling
Goslinga
Goudberg
Goudriaan
Goudsmit
Goudswaard
Goudzwaard
Gouka
Gouw
Graaf
Graafeiland
Graafland
Graafmans
Graafstal
Graafstra
Graeff
Gransier
Grashof
Gras
Grasmeijer
Gravendeel
Graven
Gravemaker
Greeuw
Greven
Grevelink
Grevers
Grevink
Griffioen
Grijsen
Groen
Groenendaal
Groenendijk
Groeneveld
Groenevelt
Groenewegen
Groeneweg
Groenewold
Groenewolt
Groenheide
Groenhof
Groenink
Groenland
Groenleer
Groenman
Groeskamp
Groot
Grootaarts
Groothengel
Groothuis
Grootjans
Grootveld
Gros
Gruber
Grutter
Grutters
Grutterink
Gudden
Guerrero
Guldemond
Gunst
Gunnink
Gutteling
Haaften
Haagen
Haagsma
Haak
Haakman
Haan
Haanstra
Haar
Haarbosch
Haas
Haasjes
Haasnoot
Haazen
Habraken
Hack
Hackman
Hadden
Hageman
Hagemans
Hagen
Hagenaar
Hagens
Hagenzieker
Haijma
Hakbijl
Hakkenberg
Hakkert
Halbersma
Halen
Halfman
Hallmann
Halm
Halsema
Halsema
Ham
Hameetman
Hamel
Hamelink
Hamer
Hamerling
Hamersma
Hammer
Hamstra
Handgraaf
Hangoor
Hanique
Hanselman
Hanse
Hansen
Hanssen
Happel
Haring
Harms
Harmsen
Harmsma
Harnisch
Harskamp
Harst
Hartman
Hartog
Hartogh
Hartveld
Harwig
Hasekamp
Hasenberg
Hasselt
Hatton
Havenaar
Havermans
Havik
Haye
Hazebroek
Hazekamp
Hazelhoff
Hazenberg
Hazewinkel
Hazeu
Hedde
Hee
Heeg
Heek
Heer
Heeren
Heerings
Heeringa
Heerkens
Heerma
Heersink
Heerze
Heessels
Heesterbeek
Heida
Heidemann
Heidstra
Heikens
Heiligers
Heiman
Heimen
Hein
Heine
Heinen
Heiner
Heinink
Heins
Heinsbroek
Heinsius
Heintges
Heinze
Hek
Heller
Helmantel
Helmer
Helmers
Helmich
Helmond
Hempenius
Hendriks
Hendrikse
Hendriksen
Hendrix
Henkel
Henkelman
Henneken
Hennekes
Henning
Hennink
Hennipman
Hensbergen
Hensen
Hentenaar
Hentzepeter
Herbrink
Herlaar
Herling
Herman
Hermans
Hermes
Hermsen
Herrewijn
Herwaarden
Hesdahl
Hesling
Hessel
Hesselink
Hessels
Hessing
Hettema
Heusden
Heuts
Heuvel
Heuvelink
Heuvelman
Heybroek
Heyde
Heyden
Heyer
Heyink
Heyn
Heyne
Heynen
Heys
Hidding
Hiel
Hiele
Hilbers
Hildebrand
Hillebrand
Hillen
Hilligehekken
Hilten
Hinrichs
Hiemstra
Hinten
Hirdes
Hobma
Hoedemaekers
Hoedeman
Hoedt
Hoegen
Hoek
Hoeke
Hoekema
Hoeksema
Hoeksma
Hoekstra
Hoeksteen
Hoen
Hoenderboom
Hoendervangers
Hoendervanger
Hoeneveld
Hoepelman
Hoes
Hoeven
Hofer
Hoff
Hoffer
Hoffman
Hoffmann
Hoffmans
Hoffmeister
Hofhuis
Hofkamp
Hofland
Hofma
Hofman
Hofmann
Hofmeester
Hofstee
Hofstra
Hogeboom
Hogendoorn
Hogenes
Hogerhuis
Hogervorst
Hogeweg
Hogeweide
Hogenkamp
Hogeman
Hogewoning
Hogewoud
Hoitink
Hol
Holdijk
Holdinga
Holla
Hollander
Hollands
Holleman
Hollenberg
Hollestelle
Hollinger
Holman
Holsbeeke
Holst
Holstein
Holstege
Holthaus
Holthuijsen
Holthuis
Holthuizen
Holtman
Holtmann
Holtrop
Holtslag
Holtz
Holtzer
Holwerda
Homan
Homann
Homburg
Hommel
Hompe
Hoog
Hoogeboom
Hoogendam
Hoogendijk
Hoogendoorn
Hoogenkamp
Hoogervorst
Hoogeveen
Hoogewerf
Hoogland
Hoogsteen
Hoogstra
Hoogvliet
Hoogwegt
Hoolwerf
Hoomans
Hoop
Hoornstra
Hoorweg
Hoos
Hop
Hopman
Horck
Horn
Hornsveld
Horst
Hosman
Houben
Houdijk
Hout
Houtepen
Houter
Houtman
Hout
Hovenier
Hovens
Hoving
Houweling
Houwen
Hoving
Howard
Huberts
Hubbeling
Hubers
Huberts
Huenink
Hueting
Hugten
Huig
Huigen
Huijgen
Huijsman
Huijts
Huis
Huisintveld
Huisman
Huisjes
Huizenga
Huizer
Huizinga
Huizingh
Huibers
Huls
Hulscher
Hulsen
Hulshof
Hulskamp
Hulsman
Hulst
Hulst
Hulster
Hummel
Hunink
Hunsche
Hunting
Huijsmans
Huppe
Hurkmans
Hurkens
Hustinx
Huzen
Hylkema
Ibrahim
Idema
Idsinga
Iedema
Iemenschot
Iersel
Igelmund
Ikink
Ilmonen
Immerman
Immerzeel
Immink
Imming
Inge
Ingena
Inklaar
Intemann
Ipenburg
Iping
Ipsen
Ipskamp
Ir
Isik
Ismahel
Ispra
Iven
Iwema
Iwens
Jaarsma
Jager
Jagerman
Jakobs
Janmaat
Jannink
Jans
Janse
Jansen
Jansink
Janssen
Janssens
Japma
Jasperse
Jaspers
Jellema
Jelsma
Jelgersma
Jellesma
Jenken
Jensema
Jenster
Jeurgens
Jeurissen
Jilderda
Joha
Johannesma
Joldersma
Jonas
Jong
Jonge
Jongbloed
Jonge
Jongebloed
Jongedijk
Jongejan
Jongen
Jongeneel
Jongeneelen
Jonger
Jongerden
Jongerius
Jonges
Jongh
Jonghe
Jonk
Jonkhout
Jonker
Jonkers
Jonkheer
Jonkman
Jonksma
Joore
Joosse
Joosten
Jordaan
Jörgensen
Jorissen
Joustra
Jungen
Jungerius
Kaandorp
Kaas
Kaashoek
Kabel
Kaemingh
Kaersenhout
Kaga
Kagenaar
Kahle
Kalisvaart
Kallen
Kalliber
Kalmthout
Kalsbeek
Kalshoven
Kalter
Kalverboer
Kamerbeek
Kamerling
Kamerman
Kamminga
Kamp
Kampen
Kamper
Kampers
Kamphuis
Kamphuizen
Kampman
Kamps
Kampschreur
Kan
Kannegieter
Kannekens
Kanning
Kapenga
Kaper
Kapoen
Kapsenberg
Kappelhof
Karelse
Karssen
Karsen
Karssenberg
Kasper
Kassens
Kastelijn
Kasteleijn
Kat
Katan
Kate
Kater
Katoen
Kats
Kattenbroek
Kaya
Keijmel
Keijzer
Keizer
Keijzers
Kelder
Kemink
Kemmeren
Kemp
Kempen
Kemper
Kemperman
Kempers
Kempkes
Kensen
Kerckhoff
Kerkhof
Kerkhoff
Kerkhoffs
Kerkhoven
Kerkkamp
Kerkstra
Kerkvliet
Kernkamp
Kesseler
Kessel
Kesselaar
Kesselring
Kessels
Kessler
Kester
Ketel
Ketelaar
Ketelaars
Ketels
Kettelarij
Kettenis
Keulen
Keulers
Keurentjes
Keuss
Kievit
Kieviet
Kik
Kikkert
Kilian
Kimmel
Kimpen
Kingma
Kip
Kippers
Kivits
Klaassen
Klaassens
Klabbers
Klarenbeek
Klaver
Klaver
Klaveren
Klaver
Klaverstijn
Klazema
Kleefman
Kleene
Kleerebezem
Kleerekoper
Klei
Kleibergen
Kleijmeer
Kleijn
Kleijne
Kleijnen
Kleijnjan
Kleijwegt
Klein
Kleinbussink
Kleinendorst
Kleine
Kleiner
Kleinhout
Kleinjan
Kleinloog
Kleinman
Kleinmeijer
Kleinrensink
Kleisen
Klerks
Kley
Klijn
Klijnsma
Klink
Klinkenberg
Klinkert
Klinkhamer
Kloeg
Kloek
Kloet
Kloeze
Kloos
Kloosterboer
Kloosterman
Kloppers
Klop
Kloppenburg
Klos
Klots
Kloos
Klumper
Klunder
Kluyver
Kluit
Knap
Knegt
Knelange
Knelissen
Kneppers
Knevelbaard
Knibbeler
Knigge
Knip
Knippels
Knobbout
Knol
Knollema
Knoll
Knollenburg
Knoop
Knoops
Knoppers
Knops
Knottnerus
Knuistingh
Knuppe
Kobes
Kocken
Koek
Koekkoek
Koeleman
Koemans
Koenders
Koenen
Koetje
Koeijer
Koel
Koelhuis
Koelewijn
Koelma
Koelman
Koeman
Koen
Koene
Koenraads
Koens
Koersen
Koerselman
Koerts
Koeslag
Koetsier
Koevoets
Kogelman
Kohler
Kok
Kokkeler
Kokshoorn
Kokx
Kolb
Kolder
Kolenbrander
Kolff
Kolfschoten
Kollaard
Kolk
Koller
Kolmer
Kolster
Komdeur
Komen
Kommeren
Konen
Koning
Koningstein
Konink
Koninkx
Koniuszek
Konsten
Koole
Koolen
Kooij
Kooijman
Kooijmans
Kooistra
Koolen
Kooiman
Kooiker
Kookkoek
Koopman
Koopmans
Koops
Kooten
Kooij
Kooymans
Kop
Kops
Korenberg
Kornelis
Korpershoek
Korporaal
Korrel
Korst
Korten
Korteweg
Korthout
Kortleven
Kortman
Kortmann
Korving
Korzelius
Koster
Kosters
Kostons
Kouwenberg
Kouwen
Kouwenhoven
Kraaij
Kraaijenbrink
Kraaijvanger
Kraan
Kraats
Kraay
Kraeij
Krabshuis
Krak
Kramer
Kramers
Kramp
Kranen
Kranenburg
Kranenberg
Kranendonk
Krans
Kras
Krebbers
Krediet
Kreeft
Kreeft
Kreeke
Kreek
Kreeuwel
Kreft
Kreijns
Kreischer
Kremer
Kremers
Krens
Krepel
Kreuger
Kreukels
Kreuning
Kreuter
Kreutzer
Krijgsman
Krijnen
Krikke
Kriek
Krijnsen
Krist
Krogt
Kroes
Kroesbergen
Kroese
Kroezen
Krol
Krom
Kromhout
Kroneman
Kronenberg
Kroon
Kroot
Kroos
Kroost
Kropff
Kropman
Kroskinski
Kruger
Kruidenier
Kruidhof
Kruijer
Kruiger
Kruijsen
Kruijswijk
Kruimel
Kruis
Kruisbergen
Kruisdijk
Kruise
Kruisselbrink
Kruit
Kruithof
Krul
Krulder
Kruseman
Krutwagen
Kudijk
Kuijer
Kuijken
Kuijper
Kuijpers
Kuik
Kuiken
Kuiper
Kuipers
Kuit
Kuiters
Kuitert
Kulk
Kullberg
Kunkeler
Kunst
Kuppen
Kurstjens
Kusters
Kuster
Kuijpers
Kuyper
Kuyt
Kuzu
Kwak
Kwakkel
Kwakman
Kwanten
Kwast
Kwek
Kwekkeboom
Kwint
Kynigos
Laak
Laan
Laar
Laarhoven
Laarman
Laarschot
Laban
Labots
Labrie
Ladan
Laethem
Lafeber
Lageveen
Laghi
Lahoye
Lakerveld
Lam
Lamain
Lamberts
Lammers
Lamoot
Lampers
Lamphen
Lamprecht
Lamsvelt
Lamur
Lander
Landman
Landskroon
Lange
Langelaan
Langen
Langenberg
Langendam
Langendijk
Langenfeld
Langer
Langereis
Langevel
Langeveld
Langhout
Langstraat
Lans
Lansdorp
Lansu
Lanting
Lap
Larsen
Las
Lase
Lasschuit
Latermann
Latour
Lauer
Lauret
Lauw
Lauwers
Lavrijsen
Leander
Leau
Lebbink
Lebens
Lecluyse
Ledder
Leden
Leegwater
Leek
Leemans
Leemburg
Leenaerts
Leenders
Leenhouts
Leenheer
Leenknecht
Leensen
Leer
Leeraart
Leering
Leest
Leeuw
Leeuwe
Leeuwenburgh
Leeuwenkamp
Leeuwenstein
Leeuwis
Leferink
Legebeke
Leguijt
Leidekker
Leijden
Leijen
Leijnse
Leijser
Leistra
Leliveld
Lemaire
Lemmen
Lemmens
Lemmers
Lemmink
Lemson
Lenaerts
Lengton
Lenoble
Lens
Lensen
Lensink
Lent
Lentink
Lepelaars
Lepelaar
Leppink
Lepper
Lesscher
Lette
Leur
Leusen
Leuven
Leuvenink
Lever
Leverenz
Lichtenberg
Lichtenbelt
Lichthart
Liefde
Liempd
Liere
Lierop
Liesker
Lievaart
Ligt
Ligtenberg
Ligthart
Lindeboom
Lindenbergh
Lindenburg
Linden
Lindgreen
Linders
Lindner
Linschoten
Lintsen
Lippe
Lippelt
Lippens
Lips
Lipsius
Lisman
Litjens
Lodder
Lodewijks
Lodewijk
Loeber
Loenen
Loer
Loerakker
Loffeld
Loffler
Logchies
Logtenberg
Lohuis
Lok
Lokhoff
Lokhorst
Lokker
Lomans
Lommerse
Londo
Longhair
Lont
Loo
Loof
Loohuis
Loon
Looy
Looije
Looijen
Loonen
Loontjes
Loos
Loosman
Lot
Louter
Louwer
Louwers
Louwsma
Lubach
Lubberding
Lubbers
Lubbe
Lucas
Lucassen
Luermans
Luger
Luif
Luijendijk
Luijk
Luijkx
Luijpen
Luijt
Luijten
Luijters
Luiks
Luiten
Lukas
Lukassen
Lukkes
Lunen
Lunsche
Luttik
Lutz
Luursema
Luyckx
Luyendijk
Luyk
Luyken
Luyt
Maanen
Maarleveld
Maas
Maasdam
Maas
Maassen
Maat
Maats
Maatje
Maatman
Madou
Maduro
Majoor
Makelaar
Makkes
Makkinga
Makkinje
Mallens
Man
Mandemaker
Mangnus
Manger
Mankhor
Mann
Manneke
Manni
Mans
Mantel
Manuputty
Marees
Marcelis
Marcus
Marel
Maris
Mark
Marks
Markwat
Marle
Marneffe
Marijn
Marres
Mars
Marsman
Martens
Marum
Massau
Massop
Mastenbroek
Matena
Matla
Mathijsen
Matser
Matsier
Matthee
Matthijs
Matthijse
Matthijssen
Mattila
Maurer
Mauritz
Mazier
Mazure
Medendorp
Meer
Meerendonk
Meerkerk
Meerman
Meerstadt
Meersum
Meertens
Meerveld
Meerwijk
Meester
Meeter
Meeuwisse
Meeuwissen
Meeuws
Mei
Meier
Meijboom
Meijburg
Meijdam
Meijden
Meijer
Meijerink
Meijers
Meijl
Meijn
Meijs
Meijsing
Meinardi
Meindersma
Meinen
Meinhardt
Meinen
Meints
Meinten
Meis
Mekelenkamp
Melein
Melenhorst
Melger
Melis
Melissen
Mellema
Melles
Melman
Memelink
Mentink
Menken
Menkveld
Menno
Mensing
Mensink
Mepschen
Mercuur
Merckelbach
Merel
Merlijn
Mertens
Messing
Metselaar
Metsers
Mettau
Meulen
Meulenbelt
Meulenberg
Meulenbroek
Meulendijks
Meulenkamp
Meurs
Meyer
Meijer
Michels
Middelburg
Middelhoff
Middelhoven
Middelkoop
Mieremet
Mierlo
Mieras
Mieras
Mijnaards
Mijnhardt
Mijnen
Mijnders
Mijnten
Mik
Miltenburg
Milius
Milo
Minderman
Minkhorst
Minnema
Mispelblom
Moens
Moerdijk
Moerenhout
Moerer
Moerke
Moerland
Moerman
Moerkerk
Moers
Moes
Mohr
Mol
Molema
Molenaar
Molenberg
Molenbroek
Molenda
Molenaar
Molengraaff
Molenkamp
Molenveld
Molhoek
Moll
Mollen
Moller
Molmans
Monfils
Monkau
Monnikendam
Monshouwer
Monteiro
Mooi
Mooij
Mooijman
Moolenaar
Moorman
Moons
Moor
Moorman
Moorrees
Mooy
Moraal
Moraal
Moree
Morelissen
Morren
Mors
Mortier
Morton
Mos
Moser
Mossevelde
Mossinkoff
Mostaert
Mostert
Mottaghi
Motter
Mouten
Mouthaan
Muilenburg
Muis
Muiser
Mulder
Mulderij
Mulders
Muldersma
Mulken
Muller
Mulleman
Mullens
Muntinga
Murre
Musters
Mutlu
Muusse
Naaijkens
Naarding
Naasz
Nabben
Naber
Nabuurs
Nagel
Nagelsmit
Nahuis
Namen
Nannink
Nap
Napel
Napjus
Natan
Natzijl
Nauta
Nederlof
Nederpelt
Neef
Neele
Neels
Neeleman
Neeltjes
Neering
Nelis
Nelissen
Nellestijn
Nelson
Nelwan
Neskens
Netten
Neubauer
Neuman
Nice
Nicolai
Nielen
Nieman
Niemans
Niemantsverdriet
Niemeijer
Nienhuis
Nieuwenburg
Nieuwenhuijsen
Nieuwenhuis
Nieuwenhuizen
Nieuwenhuys
Nieweg
Nieuwkoop
Nieuwland
Nieuwpoort
Nieuwstraten
Nieuwveld
Niftrik
Nihot
Nihof
Nijboer
Nijdeken
Nijenhuis
Nijenhuize
Nijhoff
Nijhof
Nijhuis
Nijholt
Nijkamp
Nijland
Nijman
Nijmeijer
Nijssen
Nipius
Nissen
Noomen
Noorderhaven
Noorderlicht
Noordhoek
Noordhuizen
Noordman
Noort
Noot
Nooteboom
Nootenboom
Norder
Noren
Nossent
Novakova
Numan
Nuhn
Nuninga
Nusteling
Nuter
Nuyken
Nuyts
Nijssen
Nijsten
Obbink
Oberink
Oberman
Obdam
Ockhuizen
Oeben
Oegema
Oene
Oerlemans
Oetelaar
Oettgen
Oevering
Oevermans
Offerhaus
Offringa
Offers
Oftring
Ogink
Ohmann
Ok
Oldebroek
Oldenburger
Oldenburg
Oldenhof
Olde
Olij
Oliemans
Oliemeulen
Oliemans
Olierhoek
Olivier
Olofsen
Olsthoorn
Olthoff
Olthuis
Omvlee
Oomen
Oosten
Oostendorp
Oosterbaan
Oosterbeek
Oosterbroek
Oosterhof
Oosterhuis
Oosterkamp
Oosterlaken
Oosterling
Oosterloo
Oosterman
Oosters
Oosterveen
Oosterwijk
Oostervink
Oostra
Oostveen
Oostwoud
Opdam
Opdenakker
Opheikens
Oplaat
Oppelaar
Ophoven
Oprel
Opschoor
Opsomer
Opstal
Oranje
Orbon
Orie
Orlemans
Orsel
Os
Oskam
Osnabrug
Ossebaar
Ossel
Ossenbaar
Ossewaarde
Oswald
Otten
Ottens
Otterbeek
Otter
Ottens
Otterloo
Otterman
Otter
Ottersbach
Otteveanger
Oude
Ouden
Oudenaarden
Oudenampsen
Oudendijk
Oudendag
Oudenes
Oudenhoven
Oudesluijs
Oudshoorn
Oudsten
Overbeek
Overbeeke
Overbeek
Overdiep
Overgaauw
Overgoor
Overhof
Overkamp
Overloop
Overmaat
Overmars
Oversteeg
Overveld
Overvelde
Overwater
Ovinge
Owel
Paalberg
Paauw
Paauwe
Pabst
Pacis
Packbier
Paes
Pakvis
Pal
Palazoglu
Palm
Palsma
Pals
Pama
Pameijer
Pan
Panman
Pannekoek
Pannekoek
Pap
Papen
Papineau
Paping
Pappers
Pardo
Parmentier
Pas
Pasman
Passchier
Pastoors
Pasveer
Paternotte
Pater
Pateweg
Patijn
Pattipeiluhu
Paul
Paulides
Paulissen
Paulusma
Paulussen
Peeman
Peek
Peeperkorn
Peerenboom
Peeters
Pellemans
Pellen
Pels
Pen
Penders
Pennekamp
Penning
Penninkhof
Penninx
Pepels
Pepping
Pere
Pereboom
Peree
Pereira
Perera
Perez
Perkamp
Perlot
Permentier
Pernot
Perrone
Persijn
Persoon
Pesie
Pesman
Pessers
Pet
Petegem
Peters
Petersen
Pettinga
Pezzi
Pezij
Pfeijffer
Pickee
Piek
Piekema
Pielaat
Pieper
Pier
Piera
Pierey
Pierik
Pieters
Pieterse
Pietersen
Pieterson
Pietersz
Piggelman
Pijl
Pijls
Pijpe
Pijpelink
Pijpker
Pil
Pinckaers
Pinkse
Pinksterboer
Pinxteren
Piket
Pisart
Pit
Pit
Plaat
Plaatsman
Plantinga
Plas
Plasman
Plasmans
Plasmeijer
Platvoet
Plazier
Plenter
Ploegh
Ploeger
Ploegmakers
Ploegstra
Ploemen
Ploeg
Plokker
Plompen
Ploum
Plug
Pluijm
Pluijmers
Pluijter
Pluim
Plum
Plume
Pluymakers
Pocorni
Poelenije
Poelman
Poelsma
Poelstra
Poelwijk
Poiesz
Pol
Poldervaart
Polhout
Polderman
Polderpiraat
Polderpost
Polfliet
Polimeno
Polman
Pols
Ponjee
Poos
Poot
Pop
Poppe
Poppeliers
Poppen
Popping
Posch
Postma
Post
Posthouwer
Posthumus
Posthuma
Poth
Pothof
Pothoven
Potjer
Pots
Potters
Pouderoijen
Pouw
Povel
Pover
Pragt
Prakke
Praagman
Preesman
Prenen
